guid,source_id,doc_id,scale,raw_text,text,text_lemmatized,lexical,structural,other,label,big_5_mapped_label
ispendalotoftimewatchingtelevision,IPIP,Q1775,IPIP,I spend a lot of time watching television.,i spend a lot of time watching television,i spend a lot of time watch television,0,0,0,other_item,neuroticism
ispendhoursalonewithmyhobbies,OpenPsychometrics,Q5169,MEIS,I spend hours alone with my hobbies.,i spend hours alone with my hobbies,i spend hour alone with my hobby,0,0,0,big5_item,extraversion
ispendmoremoneythanihave,IPIP,Q3110,CPI,I spend more money than I have.,i spend more money than i have,i spend more money than i have,0,0,1,other_item,conscientiousness
ispendmoremoneythanishould,IPIP,Q2157,IPIP,I spend more money than I should.,i spend more money than i should,i spend more money than i should,0,0,0,other_item,conscientiousness
ispendmostofmytimeinfantasyworlds,OpenPsychometrics,Q5220,MEIS,I spend most of my time in fantasy worlds.,i spend most of my time in fantasy worlds,i spend most of my time in fantasy world,0,0,0,big5_item,extraversion
ispendmuchofthedayfantasizingordaydreaming,IPIP,Q1361,IPIP,I spend much of the day fantasizing or daydreaming.,i spend much of the day fantasizing or daydreaming,i spend much of the day fantasize or daydream,0,0,0,other_item,conscientiousness
ispendtimereflectingonthings,IPIP,Q388,AB5C,I spend time reflecting on things.,i spend time reflecting on things,i spend time reflect on thing,1,1,1,big5_item,openness
ispendtimethinkingaboutpastmistakes,IPIP,Q3866,HPI,I spend time thinking about past mistakes.,i spend time thinking about past mistakes,i spend time think about past mistake,0,0,1,big5_item,neuroticism
ispillthings,IPIP,Q1733,BIDR,I spill things.,i spill things,i spill thing,0,0,0,other_item,neuroticism
istandbehindmyactions,IPIP,Q303,TCI,I stand behind my actions.,i stand behind my actions,i stand behind my action,0,0,1,other_item,agreeableness
istartconversations,IPIP,Q3571,AB5C,I start conversations.,i start conversations,i start conversation,1,1,1,big5_item,extraversion
istartfights,IPIP,Q1677,IPIP,I start fights.,i start fights,i start fight,0,0,0,other_item,agreeableness
istarttasksrightaway,IPIP,Q365,NEO-PI-R,I start tasks right away.,i start tasks right away,i start task right away,0,1,1,big5_item,conscientiousness
istayintouchwitholdacquaintances,IPIP,Q4139,JPI,I stay in touch with old acquaintances.,i stay in touch with old acquaintances,i stay in touch with old acquaintance,0,0,1,other_item,conscientiousness
istayonlywhereiamwanted,IPIP,Q2183,IPIP,I stay only where I am wanted.,i stay only where i am wanted,i stay only where i be want,0,0,0,other_item,agreeableness
istealthings,IPIP,Q3906,HEXACO,I steal things.,i steal things,i steal thing,0,0,1,big5_item,neuroticism
isticktomychosenpath,IPIP,Q974,NEO-PI-R,I stick to my chosen path.,i stick to my chosen path,i stick to my choose path,0,1,1,big5_item,conscientiousness
isticktomypointofview,IPIP,Q1803,IPIP,I stick to my point of view.,i stick to my point of view,i stick to my point of view,0,0,0,other_item,agreeableness
isticktomypreviousdecisions,IPIP,Q1785,IPIP,I stick to my previous decisions.,i stick to my previous decisions,i stick to my previous decision,0,0,0,other_item,conscientiousness
isticktothefacts,IPIP,Q2273,IPIP,I stick to the facts.,i stick to the facts,i stick to the fact,0,0,0,other_item,conscientiousness
isticktotherules,IPIP,Q3572,AB5C,I stick to the rules.,i stick to the rules,i stick to the rule,1,1,1,big5_item,conscientiousness
istickupformyself,IPIP,Q3573,AB5C,I stick up for myself.,i stick up for myself,i stick up for myself,1,1,1,big5_item,extraversion
istoptocountmyblessings,IPIP,Q2435,VIA,I stop to count my blessings.,i stop to count my blessings,i stop to count my blessing,0,0,1,other_item,agreeableness
istoptothinkthingsoverbeforedoinganything,IPIP,Q1104,EPQ,I stop to think things over before doing anything.,i stop to think things over before doing anything,i stop to think thing over before do anything,0,0,1,other_item,conscientiousness
istopwhenworkbecomestoodifficult,IPIP,Q4892,HEXACO,I stop when work becomes too difficult.,i stop when work becomes too difficult,i stop when work become too difficult,0,0,1,big5_item,conscientiousness
istriveineverywaypossibletobeflawless,IPIP,Q5726,CAT-PD,I strive in every way possible to be flawless.,i strive in every way possible to be flawless,i strive in every way possible to be flawless,0,0,0,other_item,conscientiousness
istumbleovermywords,IPIP,Q718,NEO-PI-R,I stumble over my words.,i stumble over my words,i stumble over my word,0,1,1,big5_item,neuroticism
isuddenlyloseinterest,IPIP,Q3121,CPI,I suddenly lose interest.,i suddenly lose interest,i suddenly lose interest,0,0,1,other_item,neuroticism
isufferfromnerves,IPIP,Q1168,EPQ,I suffer from nerves.,i suffer from nerves,i suffer from nerve,0,0,1,other_item,neuroticism
isufferfromotherssorrows,IPIP,Q3574,AB5C,I suffer from others sorrows.,i suffer from others sorrows,i suffer from other sorrow,1,1,1,big5_item,agreeableness
isufferfromsleeplessness,IPIP,Q1150,EPQ,I suffer from sleeplessness.,i suffer from sleeplessness,i suffer from sleeplessness,0,0,1,other_item,neuroticism
isupportmyteammatesorfellowgroupmembers,IPIP,Q2578,VIA,I support my teammates or fellow group members.,i support my teammates or fellow group members,i support my teammate or fellow group member,0,0,1,other_item,agreeableness
isuspecthiddenmotivesinothers,IPIP,Q655,NEO-PI-R,I suspect hidden motives in others.,i suspect hidden motives in others,i suspect hidden motive in other,0,1,1,big5_item,agreeableness
isuspectthatmyfacialexpressionsgivemeawaywhenifeelsad,IPIP,Q4009,HEXACO,I suspect that my facial expressions give me away when I feel sad.,i suspect that my facial expressions give me away when i feel sad,i suspect that my facial expression give me away when i feel sad,0,0,1,big5_item,neuroticism
isuspectthatpeopleliketotalktomebecausemyideasareunusual,IPIP,Q1507,IPIP,I suspect that people like to talk to me because my ideas are unusual.,i suspect that people like to talk to me because my ideas are unusual,i suspect that people like to talk to me because my idea be unusual,0,0,0,other_item,openness
iswimagainstthecurrent,IPIP,Q4950,HEXACO,I swim against the current.,i swim against the current,i swim against the current,0,0,1,big5_item,openness
iswitchmyloyaltieswhenifeellikeit,IPIP,Q6052,HEXACO,I switch my loyalties when I feel like it.,i switch my loyalties when i feel like it,i switch my loyalty when i feel like it,0,0,1,big5_item,agreeableness
isympathizewithothersfeelings,IPIP,Q5637,7FACTOR,I sympathize with others feelings.,i sympathize with others feelings,i sympathize with other feeling,1,1,1,big5_item,agreeableness
isympathizewiththehomeless,IPIP,Q3576,AB5C,I sympathize with the homeless.,i sympathize with the homeless,i sympathize with the homeless,1,1,1,big5_item,agreeableness
itakeadvantageofothers,IPIP,Q5638,7FACTOR,I take advantage of others.,i take advantage of others,i take advantage of other,1,1,1,big5_item,agreeableness
itakeaninterestinotherpeoplelives,IPIP,Q3577,AB5C,I take an interest in other people lives.,i take an interest in other people lives,i take an interest in other people live,1,1,1,big5_item,agreeableness
itakecareofmyownaffairs,IPIP,Q4368,6FPQ,I take care of my own affairs.,i take care of my own affairs,i take care of my own affair,0,0,1,big5_item,conscientiousness
itakecharge,IPIP,Q5639,7FACTOR,I take charge.,i take charge,i take charge,1,1,1,big5_item,extraversion
itakecontrolofthings,IPIP,Q767,NEO-PI-R,I take control of things.,i take control of things,i take control of thing,0,1,1,big5_item,extraversion
itakedeviantpositions,IPIP,Q565,16PF,I take deviant positions.,i take deviant positions,i take deviant position,0,0,1,other_item,openness
itakegoodcareofmybelongings,IPIP,Q3579,AB5C,I take good care of my belongings.,i take good care of my belongings,i take good care of my belonging,1,1,1,big5_item,conscientiousness
itakeinstrayanimals,IPIP,Q311,TCI,I take in stray animals.,i take in stray animals,i take in stray animal,0,0,1,other_item,openness
itakelibertieswithothersthings,IPIP,Q1910,IPIP,I take liberties with others things.,i take liberties with others things,i take liberty with other thing,0,0,0,other_item,agreeableness
itakelotsofpicturesofmyactivities,OpenPsychometrics,Q5214,MEIS,I take lots of pictures of my activities.,i take lots of pictures of my activities,i take lot of picture of my activity,0,0,0,big5_item,extraversion
itakenotimeforothers,IPIP,Q3580,AB5C,I take no time for others.,i take no time for others,i take no time for other,1,1,1,big5_item,agreeableness
itakeoffenseeasily,IPIP,Q3588,AB5C,I take offense easily.,i take offense easily,i take offense easily,1,1,1,big5_item,neuroticism
itakeordersfromanybody,IPIP,Q1642,IPIP,I take orders from anybody.,i take orders from anybody,i take order from anybody,0,0,0,other_item,openness
itakeothersinterestsintoaccount,IPIP,Q3582,AB5C,I take others interests into account.,i take others interests into account,i take other interest into account,1,1,1,big5_item,agreeableness
itakeprecautions,IPIP,Q3583,AB5C,I take precautions.,i take precautions,i take precaution,1,1,1,big5_item,conscientiousness
itakeprideinnotexaggeratingwhoorwhatiam,IPIP,Q2574,VIA,I take pride in not exaggerating who or what I am.,i take pride in not exaggerating who or what i am,i take pride in not exaggerate who or what i be,0,0,1,other_item,agreeableness
itakeresponsibilityforwhathappens,IPIP,Q2326,IPIP,I take responsibility for what happens.,i take responsibility for what happens,i take responsibility for what happen,0,0,0,other_item,conscientiousness
itakerisksthatcouldcausetroubleforme,IPIP,Q3995,PEA,I take risks that could cause trouble for me.,i take risks that could cause trouble for me,i take risk that could cause trouble for me,0,0,0,other_item,agreeableness
itakerisks,IPIP,Q6487,HPI,I take risks.,i take risks,i take risk,0,0,1,big5_item,agreeableness
itaketaskstoolightly,IPIP,Q3584,AB5C,I take tasks too lightly.,i take tasks too lightly,i take task too lightly,1,1,1,big5_item,conscientiousness
itaketheblamewheniamatfault,IPIP,Q2210,IPIP,I take the blame when I am at fault.,i take the blame when i am at fault,i take the blame when i be at fault,0,0,0,other_item,agreeableness
itakethefutureintoaccount,IPIP,Q1695,IPIP,I take the future into account.,i take the future into account,i take the future into account,0,0,0,other_item,conscientiousness
itaketheinitiative,IPIP,Q3687,HPI,I take the initiative.,i take the initiative,i take the initiative,0,0,1,big5_item,extraversion
itakethetimetofinishthings,IPIP,Q1734,IPIP,I take the time to finish things.,i take the time to finish things,i take the time to finish thing,0,0,0,other_item,conscientiousness
itakethingsastheycome,IPIP,Q5640,7FACTOR,I take things as they come.,i take things as they come,i take thing as they come,1,1,1,big5_item,neuroticism
itakethingsforgranted,IPIP,Q1737,IPIP,I take things for granted.,i take things for granted,i take thing for granted,0,0,0,other_item,conscientiousness
itakethingsinquickly,IPIP,Q1703,IPIP,I take things in quickly.,i take things in quickly,i take thing in quickly,0,0,0,other_item,openness
itakethingslyingdown,IPIP,Q1652,IPIP,I take things lying down.,i take things lying down,i take thing lie down,0,0,0,other_item,conscientiousness
itakethingsseriously,IPIP,Q1866,IPIP,I take things seriously.,i take things seriously,i take thing seriously,0,0,0,other_item,neuroticism
itaketimeoutforothers,IPIP,Q3586,AB5C,I take time out for others.,i take time out for others,i take time out for other,1,1,1,big5_item,agreeableness
itaketimeouttochat,IPIP,Q1673,IPIP,I take time out to chat.,i take time out to chat,i take time out to chat,0,0,0,other_item,extraversion
itaketimetoreflectonthings,IPIP,Q3587,AB5C,I take time to reflect on things.,i take time to reflect on things,i take time to reflect on thing,1,1,1,big5_item,openness
itakeunfairadvantageofothers,IPIP,Q2627,IPIP,I take unfair advantage of others.,i take unfair advantage of others,i take unfair advantage of other,0,0,0,other_item,agreeableness
italkalot,IPIP,Q4796,HEXACO,I talk a lot.,i talk a lot,i talk a lot,0,0,1,big5_item,extraversion
italkaboutmyworries,IPIP,Q4370,6FPQ,I talk about my worries.,i talk about my worries,i talk about my worry,0,0,1,big5_item,agreeableness
italkduringmovies,IPIP,Q1619,IPIP,I talk during movies.,i talk during movies,i talk during movie,0,0,0,other_item,neuroticism
italkevenwheniknowishouldnot,IPIP,Q3595,AB5C,I talk even when I know I should not.,i talk even when i know i should not,i talk even when i know i should not,1,1,1,big5_item,neuroticism
italkfornoreason,IPIP,Q1847,IPIP,I talk for no reason.,i talk for no reason,i talk for no reason,0,0,0,other_item,conscientiousness
italkmainlyaboutmyself,IPIP,Q6053,7FACTOR,I talk mainly about myself.,i talk mainly about myself,i talk mainly about myself,1,1,1,big5_item,agreeableness
italknonsense,IPIP,Q1848,IPIP,I talk nonsense.,i talk nonsense,i talk nonsense,0,0,0,other_item,conscientiousness
italkoutloudtomyself,IPIP,Q1776,IPIP,I talk out loud to myself.,i talk out loud to myself,i talk out loud to myself,0,0,0,other_item,conscientiousness
italktoalotofdifferentpeopleatparties,IPIP,Q5641,7FACTOR,I talk to a lot of different people at parties.,i talk to a lot of different people at parties,i talk to a lot of different people at party,1,1,1,big5_item,extraversion
italktomyselfalot,IPIP,Q1777,IPIP,I talk to myself a lot.,i talk to myself a lot,i talk to myself a lot,0,0,0,other_item,conscientiousness
italktopeoplewhenwaitinginlines,OpenPsychometrics,Q5148,MEIS,I talk to people when waiting in lines.,i talk to people when waiting in lines,i talk to people when wait in line,0,0,0,big5_item,extraversion
italktoomuch,IPIP,Q3590,AB5C,I talk too much.,i talk too much,i talk too much,1,1,1,big5_item,extraversion
italkwithoutthinking,IPIP,Q1900,IPIP,I talk without thinking.,i talk without thinking,i talk without think,0,0,0,other_item,conscientiousness
italkedlessthanusual,IPIP,Q2011,CES-D,I talked less than usual.,i talked less than usual,i talk less than usual,0,0,0,other_item,neuroticism
italkedoutloudtomyself,IPIP,Q1431,DES,I talked out loud to myself.,i talked out loud to myself,i talk out loud to myself,0,0,0,other_item,neuroticism
iteasepeople,IPIP,Q1675,IPIP,I tease people.,i tease people,i tease people,0,0,0,other_item,agreeableness
itellalotoflies,IPIP,Q355,EPQ,I tell a lot of lies.,i tell a lot of lies,i tell a lot of lie,0,0,1,other_item,conscientiousness
itellotherpeoplewhattheywanttohearsothattheywilldowhatiwantthemtodo,IPIP,Q3931,HEXACO,I tell other people what they want to hear so that they will do what I want them to do.,i tell other people what they want to hear so that they will do what i want them to do,i tell other people what they want to hear so that they will do what i want them to do,0,0,1,big5_item,agreeableness
itellotherswhatireallythink,IPIP,Q2800,IPIP,I tell others what I really think.,i tell others what i really think,i tell other what i really think,0,0,0,other_item,extraversion
itellpeopleaboutitwheniamirritated,IPIP,Q4799,HEXACO,I tell people about it when I am irritated.,i tell people about it when i am irritated,i tell people about it when i be irritate,0,0,1,big5_item,extraversion
itelltallstoriesaboutmyself,IPIP,Q3591,AB5C,I tell tall stories about myself.,i tell tall stories about myself,i tell tall story about myself,1,1,1,big5_item,agreeableness
itellthetruth,IPIP,Q945,NEO-PI-R,I tell the truth.,i tell the truth,i tell the truth,0,1,1,big5_item,conscientiousness
itendtoanalyzethings,IPIP,Q3592,AB5C,I tend to analyze things.,i tend to analyze things,i tend to analyze thing,1,1,1,big5_item,openness
itendtobeadmiredbyothers,OpenPsychometrics,Q5222,MEIS,I tend to be admired by others.,i tend to be admired by others,i tend to be admire by other,0,0,0,big5_item,extraversion
itendtobecomeagitatedwheneverihavetositandwaitforsomethingforinstanceinawaitingroom,IPIP,Q1474,IPIP,I tend to become agitated whenever I have to sit and wait for something for instance in a waiting room.,i tend to become agitated whenever i have to sit and wait for something for instance in a waiting room,i tend to become agitate whenever i have to sit and wait for something for instance in a wait room,0,0,0,other_item,agreeableness
itendtodislikeimpulsivepeople,IPIP,Q3593,AB5C,I tend to dislike impulsive people.,i tend to dislike impulsive people,i tend to dislike impulsive people,1,1,1,big5_item,conscientiousness
itendtodislikesecretivepeople,IPIP,Q1632,IPIP,I tend to dislike secretive people.,i tend to dislike secretive people,i tend to dislike secretive people,0,0,0,other_item,neuroticism
itendtodislikeshallowpeople,IPIP,Q1605,IPIP,I tend to dislike shallow people.,i tend to dislike shallow people,i tend to dislike shallow people,0,0,0,other_item,agreeableness
itendtodislikesoftheartedpeople,IPIP,Q3594,AB5C,I tend to dislike soft hearted people.,i tend to dislike soft hearted people,i tend to dislike soft heart people,1,1,1,big5_item,agreeableness
itendtofeelhappyandirritableatthesametime,IPIP,Q2352,HPS,I tend to feel happy and irritable at the same time.,i tend to feel happy and irritable at the same time,i tend to feel happy and irritable at the same time,0,0,0,other_item,neuroticism
itendtofeelthesameeveryday,IPIP,Q3256,AB5C,I tend to feel the same every day.,i tend to feel the same every day,i tend to feel the same every day,1,1,1,big5_item,neuroticism
itendtofeelveryhopeless,IPIP,Q5674,CAT-PD,I tend to feel very hopeless.,i tend to feel very hopeless,i tend to feel very hopeless,0,0,0,other_item,neuroticism
itendtofindsocialsituationsconfusing,IPIP,Q1967,IPIP,I tend to find social situations confusing.,i tend to find social situations confusing,i tend to find social situation confuse,0,0,0,other_item,extraversion
itendtogiveothersahardtime,IPIP,Q1938,IPIP,I tend to give others a hard time.,i tend to give others a hard time,i tend to give other a hard time,0,0,0,other_item,agreeableness
itendtokeepinthebackgroundonsocialoccasions,IPIP,Q1121,EPQ,I tend to keep in the background on social occasions.,i tend to keep in the background on social occasions,i tend to keep in the background on social occasion,0,0,1,other_item,extraversion
itendtoliveinthepresent,IPIP,Q1575,IPIP,I tend to live in the present.,i tend to live in the present,i tend to live in the present,0,0,0,other_item,neuroticism
itendtolookoutonlyformyself,IPIP,Q1970,IPIP,I tend to look out only for myself.,i tend to look out only for myself,i tend to look out only for myself,0,0,0,other_item,agreeableness
itendtonoticedetailsthatothersdonot,IPIP,Q1935,IPIP,I tend to notice details that others do not.,i tend to notice details that others do not,i tend to notice detail that other do not,0,0,0,other_item,conscientiousness
itendtoorganizemybookscompactdiscsandothercollections,IPIP,Q1991,IPIP,I tend to organize my books compact discs and other collections.,i tend to organize my books compact discs and other collections,i tend to organize my book compact disc and other collection,0,0,0,other_item,conscientiousness
itendtotalksarcastically,IPIP,Q2137,IPIP,I tend to talk sarcastically.,i tend to talk sarcastically,i tend to talk sarcastically,0,0,0,other_item,agreeableness
itendtothinkaboutsomethingforhours,IPIP,Q3596,AB5C,I tend to think about something for hours.,i tend to think about something for hours,i tend to think about something for hour,1,1,1,big5_item,openness
itendtothinkofalternativeswhensomeonetellsmehowtodosomething,IPIP,Q2705,VIA,I tend to think of alternatives when someone tells me how to do something.,i tend to think of alternatives when someone tells me how to do something,i tend to think of alternative when someone tell me how to do something,0,0,1,other_item,openness
itendtovoteforconservativepoliticalcandidates,IPIP,Q637,NEO-PI-R,I tend to vote for conservative political candidates.,i tend to vote for conservative political candidates,i tend to vote for conservative political candidate,0,1,1,big5_item,openness
itendtovoteforliberalpoliticalcandidates,IPIP,Q625,NEO-PI-R,I tend to vote for liberal political candidates.,i tend to vote for liberal political candidates,i tend to vote for liberal political candidate,0,1,1,big5_item,openness
ithinkalotbeforecomplaininginarestaurantifmymealisnotwellprepared,IPIP,Q2427,IPIP,I think a lot before complaining in a restaurant if my meal is not well prepared.,i think a lot before complaining in a restaurant if my meal is not well prepared,i think a lot before complain in a restaurant if my meal be not well prepare,0,0,0,other_item,agreeableness
ithinkaboutthecausesofmyemotions,IPIP,Q1349,EI,I think about the causes of my emotions.,i think about the causes of my emotions,i think about the cause of my emotion,0,0,0,other_item,openness
ithinkaboutwhatisgoodinmylifewhenifeeldown,IPIP,Q2669,VIA,I think about what is good in my life when I feel down.,i think about what is good in my life when i feel down,i think about what be good in my life when i feel down,0,0,1,other_item,extraversion
ithinkahead,IPIP,Q3597,AB5C,I think ahead.,i think ahead,i think ahead,1,1,1,big5_item,conscientiousness
ithinkbeforeispeak,IPIP,Q2431,VIA,I think before I speak.,i think before i speak,i think before i speak,0,0,1,other_item,conscientiousness
ithinkconstantlyaboutsex,IPIP,Q2167,IPIP,I think constantly about sex.,i think constantly about sex,i think constantly about sex,0,0,0,other_item,agreeableness
ithinkdeeplyaboutthings,IPIP,Q3598,AB5C,I think deeply about things.,i think deeply about things,i think deeply about thing,1,1,1,big5_item,openness
ithinkhighlyofmyself,IPIP,Q908,NEO-PI-R,I think highly of myself.,i think highly of myself,i think highly of myself,0,1,1,big5_item,agreeableness
ithinkiwouldmakeagoodactor,IPIP,Q2374,HPS,I think I would make a good actor.,i think i would make a good actor,i think i would make a good actor,0,0,0,other_item,extraversion
ithinkitisbesttokeepmyemotionstomyself,IPIP,Q5680,CAT-PD,I think it is best to keep my emotions to myself.,i think it is best to keep my emotions to myself,i think it be good to keep my emotion to myself,0,0,0,other_item,extraversion
ithinkmarriageisoldfashionedandshouldbedoneawaywith,IPIP,Q1141,EPQ,I think marriage is old fashioned and should be done away with.,i think marriage is old fashioned and should be done away with,i think marriage be old fashion and should be do away with,0,0,1,other_item,openness
ithinkofothersfirst,IPIP,Q354,AB5C,I think of others first.,i think of others first,i think of other first,1,1,1,big5_item,agreeableness
ithinkofthingslikedevelopingcancerorcatchingaseriousillness,IPIP,Q1459,IPIP,I think of things like developing cancer or catching a serious illness.,i think of things like developing cancer or catching a serious illness,i think of thing like develop cancer or catch a serious illness,0,0,0,other_item,neuroticism
ithinkquickly,IPIP,Q380,BFAS,I think quickly.,i think quickly,i think quickly,1,1,1,big5_item,openness
ithinkthatallwillbewell,IPIP,Q868,NEO-PI-R,I think that all will be well.,i think that all will be well,i think that all will be well,0,1,1,big5_item,agreeableness
ithinkthatbeingintouchwithemotionsisessential,IPIP,Q1301,IPIP,I think that being in touch with emotions is essential.,i think that being in touch with emotions is essential,i think that being in touch with emotion be essential,0,0,0,other_item,openness
ithinkthatiamingoodmedicalcondition,IPIP,Q5697,CAT-PD,I think that I am in good medical condition.,i think that i am in good medical condition,i think that i be in good medical condition,0,0,0,other_item,neuroticism
ithinkthatlookingforhiddenmeaningsinmoviesorplaysdistractsfromtheirenjoyment,IPIP,Q1410,IPIP,I think that looking for hidden meanings in movies or plays distracts from their enjoyment.,i think that looking for hidden meanings in movies or plays distracts from their enjoyment,i think that look for hidden meaning in movie or play distract from their enjoyment,0,0,0,other_item,extraversion
ithinkthatloveisoverrated,IPIP,Q1328,IPIP,I think that love is overrated.,i think that love is overrated,i think that love be overrate,0,0,0,other_item,agreeableness
ithinkthatmostofmyproblemsareduetothefactthatotherpeoplejustdonotunderstandme,IPIP,Q1353,IPIP,I think that most of my problems are due to the fact that other people just do not understand me.,i think that most of my problems are due to the fact that other people just do not understand me,i think that most of my problem be due to the fact that other people just do not understand me,0,0,0,other_item,neuroticism
ithinkthatmostpeopleinauthorityareincompetentorcorrupt,IPIP,Q2624,IPIP,I think that most people in authority are incompetent or corrupt.,i think that most people in authority are incompetent or corrupt,i think that most people in authority be incompetent or corrupt,0,0,0,other_item,agreeableness
ithinkthatmylifeisextremelyinteresting,IPIP,Q2638,VIA,I think that my life is extremely interesting.,i think that my life is extremely interesting,i think that my life be extremely interesting,0,0,1,other_item,neuroticism
ithinkthatmymoodsdonotchangemorethanmostpeopledo,IPIP,Q2343,HPS,I think that my moods do not change more than most people do.,i think that my moods do not change more than most people do,i think that my mood do not change more than most people do,0,0,0,other_item,neuroticism
ithinkthatmymoodsdonotchangemorethanmostpeoplesdo,IPIP,Q402,PS,I think that my moods do not change more than most peoples do.,i think that my moods do not change more than most peoples do,i think that my mood do not change more than most people do,0,0,0,other_item,neuroticism
ithinkthatothersshoulddoallthework,IPIP,Q1879,IPIP,I think that others should do all the work.,i think that others should do all the work,i think that other should do all the work,0,0,0,other_item,agreeableness
ithinkthatpeopleneedtolearnrestraint,IPIP,Q1591,IPIP,I think that people need to learn restraint.,i think that people need to learn restraint,i think that people need to learn restraint,0,0,0,other_item,openness
ithinkthatpeoplewhoarestupidenoughtogetrippedoffusuallydeserveit,IPIP,Q1304,IPIP,I think that people who are stupid enough to get ripped off usually deserve it.,i think that people who are stupid enough to get ripped off usually deserve it,i think that people who be stupid enough to get rip off usually deserve it,0,0,0,other_item,agreeableness
ithinktoohighlyofmyself,IPIP,Q3600,AB5C,I think too highly of myself.,i think too highly of myself,i think too highly of myself,1,1,1,big5_item,agreeableness
ithinktwicebeforedoingsomething,IPIP,Q321,TCI,I think twice before doing something.,i think twice before doing something,i think twice before do something,0,0,1,other_item,conscientiousness
ithinkuppracticalsolutions,IPIP,Q1705,IPIP,I think up practical solutions.,i think up practical solutions,i think up practical solution,0,0,0,other_item,openness
ithoughtaboutkillingmyself,IPIP,Q1999,CES-D,I thought about killing myself.,i thought about killing myself,i think about kill myself,0,0,0,other_item,neuroticism
ithoughtthatmylifehadbeenafailure,IPIP,Q1998,IPIP,I thought that my life had been a failure.,i thought that my life had been a failure,i think that my life have be a failure,0,0,0,other_item,neuroticism
ithrowanewlightonthesituation,IPIP,Q3129,CPI,I throw a new light on the situation.,i throw a new light on the situation,i throw a new light on the situation,0,0,1,other_item,openness
itireoutquickly,IPIP,Q4834,HEXACO,I tire out quickly.,i tire out quickly,i tire out quickly,0,0,1,big5_item,extraversion
itoleratealotfromothers,IPIP,Q4372,6FPQ,I tolerate a lot from others.,i tolerate a lot from others,i tolerate a lot from other,0,0,1,big5_item,agreeableness
itreatallpeopleequally,IPIP,Q652,NEO-PI-R,I treat all people equally.,i treat all people equally,i treat all people equally,0,1,1,big5_item,agreeableness
itreatallracesandreligionsequally,IPIP,Q2222,IPIP,I treat all races and religions equally.,i treat all races and religions equally,i treat all race and religion equally,0,0,0,other_item,agreeableness
itreateveryonethesame,IPIP,Q2507,VIA,I treat everyone the same.,i treat everyone the same,i treat everyone the same,0,0,1,other_item,agreeableness
itreatmydoctorsandotherprofessionalsasmyfriends,IPIP,Q2549,IPIP,I treat my doctors and other professionals as my friends.,i treat my doctors and other professionals as my friends,i treat my doctor and other professional as my friend,0,0,0,other_item,extraversion
itreatothersdifferentlyifidonotlikethem,IPIP,Q2584,VIA,I treat others differently if I do not like them.,i treat others differently if i do not like them,i treat other differently if i do not like them,0,0,1,other_item,agreeableness
itreatpeopleasinferiors,IPIP,Q3601,AB5C,I treat people as inferiors.,i treat people as inferiors,i treat people as inferior,1,1,1,big5_item,agreeableness
itreatedmyparentsbadly,IPIP,Q1930,IPIP,I treated my parents badly.,i treated my parents badly,i treat my parent badly,0,0,0,other_item,conscientiousness
itreatedmyparentswell,IPIP,Q1953,IPIP,I treated my parents well.,i treated my parents well,i treat my parent well,0,0,0,other_item,conscientiousness
itrembleindangeroussituations,IPIP,Q4759,HEXACO,I tremble in dangerous situations.,i tremble in dangerous situations,i tremble in dangerous situation,0,0,1,big5_item,neuroticism
itrustothers,IPIP,Q3602,AB5C,I trust others.,i trust others,i trust other,1,1,1,big5_item,agreeableness
itrustpeopletomainlytellthetruth,IPIP,Q359,EPQ,I trust people to mainly tell the truth.,i trust people to mainly tell the truth,i trust people to mainly tell the truth,0,0,1,other_item,agreeableness
itrustwhatpeoplesay,IPIP,Q358,AB5C,I trust what people say.,i trust what people say,i trust what people say,1,1,1,big5_item,agreeableness
itryhardtoprotectmyselffromthreatsordangers,IPIP,Q2358,IPIP,I try hard to protect myself from threats or dangers.,i try hard to protect myself from threats or dangers,i try hard to protect myself from threat or danger,0,0,0,other_item,openness
itryhardtotreatotherswithrespect,IPIP,Q1992,IPIP,I try hard to treat others with respect.,i try hard to treat others with respect,i try hard to treat other with respect,0,0,0,other_item,agreeableness
itrynottoberudetopeople,IPIP,Q1165,EPQ,I try not to be rude to people.,i try not to be rude to people,i try not to be rude to people,0,0,1,other_item,agreeableness
itrynottodeceiveothers,IPIP,Q2775,IPIP,I try not to deceive others.,i try not to deceive others,i try not to deceive other,0,0,0,other_item,agreeableness
itrynottodofavorsforothers,IPIP,Q2704,VIA,I try not to do favors for others.,i try not to do favors for others,i try not to do favors for other,0,0,1,other_item,agreeableness
itrynottothinkabouttheneedy,IPIP,Q3604,AB5C,I try not to think about the needy.,i try not to think about the needy,i try not to think about the needy,1,1,1,big5_item,agreeableness
itryoutnewthings,IPIP,Q3871,HPI,I try out new things.,i try out new things,i try out new thing,0,0,1,big5_item,openness
itrytoaddsomehumortowhateverido,IPIP,Q2517,VIA,I try to add some humor to whatever I do.,i try to add some humor to whatever i do,i try to add some humor to whatever i do,0,0,1,other_item,extraversion
itrytoavoidcoarsepeople,IPIP,Q1581,IPIP,I try to avoid coarse people.,i try to avoid coarse people,i try to avoid coarse people,0,0,0,other_item,conscientiousness
itrytoavoidcomplexpeople,IPIP,Q5642,7FACTOR,I try to avoid complex people.,i try to avoid complex people,i try to avoid complex people,1,1,1,big5_item,openness
