"guid","source_id","doc_id","scale","raw_text","text","lexical","structural","other","label_type","label","set","other_label_to_big5","facet"
"iamsomeonewhoishelpfulandunselfishwithothers","IPIP","Q4427","BFI-2","I am someone who is helpful and unselfish with others","I am someone who is helpful and unselfish with others.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"iamsomeonewhokeepsthingsneatandtidy","IPIP","Q4428","BFI-2","I am someone who keeps things neat and tidy","I am someone who keeps things neat and tidy.",1,1,1,"hard","conscientiousness","train","conscientiousness","conscientiousness"
"iamsomeonewhoworriesalot","IPIP","Q4429","BFI-2","I am someone who worries a lot","I am someone who worries a lot.",1,1,1,"hard","neuroticism","test","neuroticism","neuroticism"
"iamsomeonewhovaluesartandbeauty","IPIP","Q4430","BFI-2","I am someone who values art and beauty","I am someone who values art and beauty.",1,1,1,"hard","openness","train","openness","openness"
"iamsomeonewhofindsithardtoinfluencepeople","IPIP","Q4431","BFI-2","I am someone who finds it hard to influence people","I am someone who finds it hard to influence people.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"iamsomeonewhoissometimesrudetoothers","IPIP","Q4432","BFI-2","I am someone who is sometimes rude to others","I am someone who is sometimes rude to others.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"iamsomeonewhoisefficientgetsthingsdone","IPIP","Q4433","BFI-2","I am someone who is efficient, gets things done","I am someone who is efficient gets things done.",1,1,1,"hard","conscientiousness","train","conscientiousness","conscientiousness"
"iamsomeonewhooftenfeelssad","IPIP","Q4434","BFI-2","I am someone who often feels sad","I am someone who often feels sad.",1,1,1,"hard","neuroticism","train","neuroticism","neuroticism"
"iamsomeonewhoiscomplexadeepthinker","IPIP","Q4435","BFI-2","I am someone who is complex, a deep thinker","I am someone who is complex a deep thinker.",1,1,1,"hard","openness","train","openness","openness"
"iamsomeonewhoisfullofenergy","IPIP","Q4436","BFI-2","I am someone who is full of energy","I am someone who is full of energy.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"iamsomeonewhoissuspiciousofothersintentions","IPIP","Q4437","BFI-2","I am someone who is suspicious of others' intentions","I am someone who is suspicious of others intentions.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"iamsomeonewhoisreliablecanalwaysbecountedon","IPIP","Q4438","BFI-2","I am someone who is reliable, can always be counted on","I am someone who is reliable can always be counted on.",1,1,1,"hard","conscientiousness","train","conscientiousness","conscientiousness"
"iamsomeonewhokeepstheiremotionsundercontrol","IPIP","Q4439","BFI-2","I am someone who keeps their emotions under control","I am someone who keeps their emotions under control.",1,1,1,"hard","neuroticism","train","neuroticism","neuroticism"
"iamsomeonewhohasdifficultyimaginingthings","IPIP","Q4440","BFI-2","I am someone who has difficulty imagining things","I am someone who has difficulty imagining things.",1,1,1,"hard","openness","train","openness","openness"
"iamsomeonewhoistalkative","IPIP","Q4441","BFI-2","I am someone who is talkative","I am someone who is talkative.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"iamsomeonewhocanbecoldanduncaring","IPIP","Q4442","BFI-2","I am someone who can be cold and uncaring","I am someone who can be cold and uncaring.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"iamsomeonewholeavesamessdoesnotcleanup","IPIP","Q4443","BFI-2","I am someone who leaves a mess, doesn't clean up","I am someone who leaves a mess does not clean up.",1,1,1,"hard","conscientiousness","train","conscientiousness","conscientiousness"
"iamsomeonewhorarelyfeelsanxiousorafraid","IPIP","Q4444","BFI-2","I am someone who rarely feels anxious or afraid","I am someone who rarely feels anxious or afraid.",1,1,1,"hard","neuroticism","train","neuroticism","neuroticism"
"iamsomeonewhothinkspoetryandplaysareboring","IPIP","Q4445","BFI-2","I am someone who thinks poetry and plays are boring","I am someone who thinks poetry and plays are boring.",1,1,1,"hard","openness","train","openness","openness"
"iamsomeonewhopreferstohaveotherstakecharge","IPIP","Q4446","BFI-2","I am someone who prefers to have others take charge","I am someone who prefers to have others take charge.",1,1,1,"hard","extraversion","test","extraversion","extraversion"
"iamsomeonewhoispolitecourteoustoothers","IPIP","Q4447","BFI-2","I am someone who is polite, courteous to others","I am someone who is polite courteous to others.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"iamsomeonewhoispersistentworksuntilthetaskisfinished","IPIP","Q4448","BFI-2","I am someone who is persistent, works until the task is finished","I am someone who is persistent works until the task is finished.",1,1,1,"hard","conscientiousness","test","conscientiousness","conscientiousness"
"iamsomeonewhotendstofeeldepressedblue","IPIP","Q4449","BFI-2","I am someone who tends to feel depressed, blue","I am someone who tends to feel depressed blue.",1,1,1,"hard","neuroticism","test","neuroticism","neuroticism"
"iamsomeonewhohaslittleinterestinabstractideas","IPIP","Q4450","BFI-2","I am someone who has little interest in abstract ideas","I am someone who has little interest in abstract ideas.",1,1,1,"hard","openness","train","openness","openness"
"iamsomeonewhoshowsalotofenthusiasm","IPIP","Q4451","BFI-2","I am someone who shows a lot of enthusiasm","I am someone who shows a lot of enthusiasm.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"iamsomeonewhoassumesthebestaboutpeople","IPIP","Q4452","BFI-2","I am someone who assumes the best about people","I am someone who assumes the best about people.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"iamsomeonewhosometimesbehavesirresponsibly","IPIP","Q4453","BFI-2","I am someone who sometimes behaves irresponsibly","I am someone who sometimes behaves irresponsibly.",1,1,1,"hard","conscientiousness","test","conscientiousness","conscientiousness"
"iamsomeonewhoistemperamentalgetsemotionaleasily","IPIP","Q4454","BFI-2","I am someone who is temperamental, gets emotional easily","I am someone who is temperamental gets emotional easily.",1,1,1,"hard","neuroticism","train","neuroticism","neuroticism"
"iamsomeonewhoisoriginalcomesupwithnewideas","IPIP","Q4455","BFI-2","I am someone who is original, comes up with new ideas","I am someone who is original comes up with new ideas.",1,1,1,"hard","openness","test","openness","openness"
"iamaphysicalcoward","IPIP","Q4756","HEXACO","Am a physical coward","I am a physical coward.",0,1,1,"hard","neuroticism","test","neuroticism","fearfulness"
"ibegintopanicwhenthereisdanger","IPIP","Q4757","HEXACO","Begin to panic when there is danger","I begin to panic when there is danger.",0,1,1,"hard","neuroticism","train","neuroticism","fearfulness"
"iwouldfearwalkinginahighcrimepartofacity","IPIP","Q4758","HEXACO","Would fear walking in a high-crime part of a city","I would fear walking in a high-crime part of a city.",0,1,1,"hard","neuroticism","train","neuroticism","fearfulness"
"itrembleindangeroussituations","IPIP","Q4759","HEXACO","Tremble in dangerous situations","I tremble in dangerous situations.",0,1,1,"hard","neuroticism","train","neuroticism","fearfulness"
"iwouldnevergoridingdownastretchofrapidsinacanoe","IPIP","Q4760","HEXACO","Would never go riding down a stretch of rapids in a canoe","I would never go riding down a stretch of rapids in a canoe.",0,1,1,"hard","neuroticism","train","neuroticism","fearfulness"
"iliketodofrighteningthings","IPIP","Q4761","HEXACO","Like to do frightening things","I like to do frightening things.",0,1,1,"hard","neuroticism","test","neuroticism","fearfulness"
"ifacedangerconfidently","IPIP","Q4762","HEXACO","Face danger confidently","I face danger confidently.",0,1,1,"hard","neuroticism","train","neuroticism","fearfulness"
"ilovedangeroussituations","IPIP","Q4763","HEXACO","Love dangerous situations","I love dangerous situations.",0,1,1,"hard","neuroticism","test","neuroticism","fearfulness"
"iwouldbegoodatrescuingpeoplefromaburningbuilding","IPIP","Q4764","HEXACO","Would be good at rescuing people from a burning building","I would be good at rescuing people from a burning building.",0,1,1,"hard","neuroticism","train","neuroticism","fearfulness"
"iamwillingtotakerisks","IPIP","Q4765","HEXACO","Am willing to take risks","I am willing to take risks.",0,1,1,"hard","neuroticism","train","neuroticism","fearfulness"
"ioftenworryaboutthingsthatturnouttobeunimportant","IPIP","Q4766","HEXACO","Often worry about things that turn out to be unimportant","I often worry about things that turn out to be unimportant.",0,1,1,"hard","neuroticism","train","neuroticism","anxiety"
"igetupsetbyunpleasantthoughtsthatcomeintomymind","IPIP","Q4769","HEXACO","Get upset by unpleasant thoughts that come into my mind","I get upset by unpleasant thoughts that come into my mind.",0,1,1,"hard","neuroticism","train","neuroticism","anxiety"
"irarelyworry","IPIP","Q4771","HEXACO","Rarely worry","I rarely worry.",0,1,1,"hard","neuroticism","train","neuroticism","anxiety"
"iletmyselfbeinfluencedbyothers","IPIP","Q4777","HEXACO","Let myself be influenced by others","I let myself be influenced by others.",0,1,1,"hard","neuroticism","train","neuroticism","conformity/dependence/need for approval"
"iimmediatelyfeelsadwhenhearingofanunhappyevent","IPIP","Q4787","HEXACO","Immediately feel sad when hearing of an unhappy event","I immediately feel sad when hearing of an unhappy event.",0,1,1,"hard","neuroticism","train","neuroticism","sentimentality"
"iseldomfeelweepywhilereadingthesadpartofastory","IPIP","Q4792","HEXACO","Seldom feel weepy while reading the sad part of a story","I seldom feel weepy while reading a sad part of a story.",0,1,1,"hard","neuroticism","train","neuroticism","sentimentality"
"iamseldombotheredbytheapparentsufferingofstrangers","IPIP","Q4793","HEXACO","Am seldom bothered by the apparent suffering of strangers","I am seldom bothered by the apparent suffering of strangers.",0,1,1,"hard","neuroticism","train","neuroticism","sentimentality"
"italkalot","IPIP","Q4796","HEXACO","Talk a lot","I talk a lot.",0,1,1,"hard","extraversion","train","extraversion","expressiveness"
"itellpeopleaboutitwheniamirritated","IPIP","Q4799","HEXACO","Tell people about it when I'm irritated","I tell people about it when I am irritated.",0,1,1,"hard","extraversion","train","extraversion","expressiveness"
"ihaveanintenseboisterouslaugh","IPIP","Q4800","HEXACO","Have an intense, boisterous laugh","I have an intense boisterous laugh.",0,1,1,"hard","extraversion","train","extraversion","expressiveness"
"isaylittle","IPIP","Q4803","HEXACO","Say little","I say little.",0,1,1,"hard","extraversion","train","extraversion","expressiveness"
"ihaveleadershipabilities","IPIP","Q4809","HEXACO","Have leadership abilities","I have leadership abilities.",0,1,1,"hard","extraversion","train","extraversion","social boldness"
"iwouldbeafraidtogiveaspeechinpublic","IPIP","Q4811","HEXACO","Would be afraid to give a speech in public","I would be afraid to give a speech in public.",0,1,1,"hard","extraversion","test","extraversion","social boldness"
"ilovetochat","IPIP","Q4818","HEXACO","Love to chat","I love to chat.",0,1,1,"hard","extraversion","train","extraversion","sociability"
"iseemtoderivelessenjoymentfrominteractingwithpeoplethanothersdo","IPIP","Q4821","HEXACO","Seem to derive less enjoyment from interacting with people than others do","I seem to derive less enjoyment from interacting with people than others do.",0,1,1,"hard","extraversion","train","extraversion","sociability"
"irarelyenjoybeingwithpeople","IPIP","Q4822","HEXACO","Rarely enjoy being with people","I rarely enjoy being with people.",0,1,1,"hard","extraversion","train","extraversion","sociability"
"iwouldnotenjoyajobthatinvolvesalotofsocialinteraction","IPIP","Q4823","HEXACO","Would not enjoy a job that involves a lot of social interaction","I would not enjoy a job that involves a lot of social interaction.",0,1,1,"hard","extraversion","train","extraversion","sociability"
"imaintainhighenergythroughouttheday","IPIP","Q4826","HEXACO","Maintain high energy throughout the day","I maintain high energy throughout the day.",0,1,1,"hard","extraversion","train","extraversion","liveliness"
"ihavegreatstamina","IPIP","Q4827","HEXACO","Have great stamina","I have great stamina.",0,1,1,"hard","extraversion","train","extraversion","liveliness"
"iamusuallyactiveandfullofenergy","IPIP","Q4828","HEXACO","Am usually active and full of energy","I am usually active and full of energy.",0,1,1,"hard","extraversion","test","extraversion","liveliness"
"ismilealot","IPIP","Q4829","HEXACO","Smile a lot","I smile a lot.",0,1,1,"hard","extraversion","train","extraversion","liveliness"
"ifeelhealthyandvibrantmostofthetime","IPIP","Q4830","HEXACO","Feel healthy and vibrant most of the time","I feel healthy and vibrant most of the time.",0,1,1,"hard","extraversion","test","extraversion","liveliness"
"ifeelthatihavealotofinnerstrength","IPIP","Q4832","HEXACO","Feel that I have a lot of inner strength","I feel that I have a lot of inner strength.",0,1,1,"hard","extraversion","train","extraversion","liveliness"
"itireoutquickly","IPIP","Q4834","HEXACO","Tire out quickly","I tire out quickly.",0,1,1,"hard","extraversion","train","extraversion","liveliness"
"ilovemyenemies","IPIP","Q4836","HEXACO","Love my enemies","I love my enemies.",0,1,1,"hard","agreeableness","train","agreeableness","forgiveness/mercy"
"iamnicetopeopleishouldbeangryat","IPIP","Q4839","HEXACO","Am nice to people I should be angry at","I am nice to people I should be angry at.",0,1,1,"hard","agreeableness","train","agreeableness","forgiveness/mercy"
"igetbackatpeoplewhoinsultme","IPIP","Q4842","HEXACO","Get back at people who insult me","I get back at people who insult me.",0,1,1,"hard","agreeableness","test","agreeableness","forgiveness/mercy"
"igetevenwithothers","IPIP","Q4843","HEXACO","Get even with others","I get even with others.",0,1,1,"hard","agreeableness","train","agreeableness","forgiveness/mercy"
"ibecomefrustratedandangrywithpeoplewhentheydonotliveuptomyexpectations","IPIP","Q4850","HEXACO","Become frustrated and angry with people when they don't live up to my expectations","I become frustrated and angry with people when they do not live up to my expectations.",0,1,1,"hard","agreeableness","train","agreeableness","gentleness"
"ispeakillofothers","IPIP","Q4853","HEXACO","Speak ill of others","I speak ill of others.",0,1,1,"hard","agreeableness","train","agreeableness","gentleness"
"iadjusteasily","IPIP","Q4856","HEXACO","Adjust easily","I adjust easily.",0,1,1,"hard","agreeableness","train","agreeableness","flexibility"
"wheninteractingwithagroupofpeopleamoftenbotheredbyatleastoneofthem","IPIP","Q4858","HEXACO","When interacting with a group of people, am often bothered by at least one of them","When interacting with a group of people I am often bothered by at least one of them.",0,1,1,"hard","agreeableness","train","agreeableness","flexibility"
"ireactstronglytocriticism","IPIP","Q4859","HEXACO","React strongly to criticism","I react strongly to criticism.",0,1,1,"hard","agreeableness","train","agreeableness","flexibility"
"igetupsetifotherschangethewaythatihavearrangedthings","IPIP","Q4860","HEXACO","Get upset if others change the way that I have arranged things","I get upset if others change the way that I have arranged things.",0,1,1,"hard","agreeableness","train","agreeableness","flexibility"
"iamhardtoconvince","IPIP","Q4861","HEXACO","Am hard to convince","I am hard to convince.",0,1,1,"hard","agreeableness","train","agreeableness","flexibility"
"iamhardtoreasonwith","IPIP","Q4865","HEXACO","Am hard to reason with","I am hard to reason with.",0,1,1,"hard","agreeableness","train","agreeableness","flexibility"
"ifindthatittakesalottomakemefeelangryatsomeone","IPIP","Q4866","HEXACO","Find that it takes a lot to make me feel angry at someone","I find that it takes a lot to make me feel angry at someone.",0,1,1,"hard","agreeableness","train","agreeableness","patience"
"irarelyfeelangrywithpeople","IPIP","Q4867","HEXACO","Rarely feel angry with people","I rarely feel angry with people.",0,1,1,"hard","agreeableness","train","agreeableness","patience"
"iamusuallyapatientperson","IPIP","Q4868","HEXACO","Am usually a patient person","I am usually a patient person.",0,1,1,"hard","agreeableness","train","agreeableness","patience"
"iameasilyannoyed","IPIP","Q4871","HEXACO","Am easily annoyed","I am easily annoyed.",0,1,1,"hard","agreeableness","train","agreeableness","patience"
"idonotfinishthethingsthatistart","IPIP","Q4882","HEXACO","Don't finish the things that I start","I do not finish the things that I start.",0,1,1,"hard","conscientiousness","train","conscientiousness","organization"
"ipushmyselfveryhardtosucceed","IPIP","Q4886","HEXACO","Push myself very hard to succeed","I push myself very hard to succeed.",0,1,1,"hard","conscientiousness","train","conscientiousness","diligence"
"igetstartedquicklyondoingajob","IPIP","Q4887","HEXACO","Get started quickly on doing a job","I get started quickly on doing a job.",0,1,1,"hard","conscientiousness","train","conscientiousness","diligence"
"istopwhenworkbecomestoodifficult","IPIP","Q4892","HEXACO","Stop when work becomes too difficult","I stop when work becomes too difficult.",0,1,1,"hard","conscientiousness","train","conscientiousness","diligence"
"idotoolittlework","IPIP","Q4893","HEXACO","Do too little work","I do too little work.",0,1,1,"hard","conscientiousness","train","conscientiousness","diligence"
"ipaytoolittleattentiontodetails","IPIP","Q4904","HEXACO","Pay too little attention to details","I pay too little attention to details.",0,1,1,"hard","conscientiousness","test","conscientiousness","perfectionism"
"idothingswithoutthinkingoftheconsequences","IPIP","Q4910","HEXACO","Do things without thinking of the consequences","I do things without thinking of the consequences.",0,1,1,"hard","conscientiousness","test","conscientiousness","prudence"
"iactimpulsivelywhensomethingisbotheringme","IPIP","Q4912","HEXACO","Act impulsively when something is bothering me","I act impulsively when something is bothering me.",0,1,1,"hard","conscientiousness","train","conscientiousness","prudence"
"imakecarelessmistakes","IPIP","Q4913","HEXACO","Make careless mistakes","I make careless mistakes.",0,1,1,"hard","conscientiousness","train","conscientiousness","prudence"
"imakeafoolofmyself","IPIP","Q4915","HEXACO","Make a fool of myself","I make a fool of myself.",0,1,1,"hard","conscientiousness","train","conscientiousness","prudence"
"ihavereadthegreatliteraryclassics","IPIP","Q4919","HEXACO","Have read the great literary classics","I have read the great literary classics.",0,1,1,"hard","openness","train","openness","aesthetic appreciation/artistic interests"
"iaminterestedinscience","IPIP","Q4926","HEXACO","Am interested in science","I am interested in science.",0,1,1,"hard","openness","train","openness","inquisitiveness"
"iwouldlovetoexplorestrangeplaces","IPIP","Q4927","HEXACO","Would love to explore strange places","I would love to explore strange places.",0,1,1,"hard","openness","train","openness","inquisitiveness"
"ienjoyintellectualgames","IPIP","Q4928","HEXACO","Enjoy intellectual games","I enjoy intellectual games.",0,1,1,"hard","openness","train","openness","inquisitiveness"
"idonotknowmuchabouthistory","IPIP","Q4932","HEXACO","Don't know much about history","I do not know much about history.",0,1,1,"hard","openness","train","openness","inquisitiveness"
"idonotbotherworryingaboutpoliticalandsocialproblems","IPIP","Q4934","HEXACO","Don't bother worrying about political and social problems","I do not bother worrying about political and social problems.",0,1,1,"hard","openness","train","openness","inquisitiveness"
"icomeupwithsomethingnew","IPIP","Q4937","HEXACO","Come up with something new","I come up with something new.",0,1,1,"hard","openness","train","openness","creativity/originality"
"ihavetroubleguessinghowotherswillreact","IPIP","Q4944","HEXACO","Have trouble guessing how others will react","I have trouble guessing how others will react.",0,1,1,"hard","openness","train","openness","creativity/originality"
"iseldomexperiencesuddenintuitiveinsights","IPIP","Q4945","HEXACO","Seldom experience sudden intuitive insights","I seldom experience sudden intuitive insights.",0,1,1,"hard","openness","train","openness","creativity/originality"
"iamconsideredtobekindofeccentric","IPIP","Q4946","HEXACO","Am considered to be kind of eccentric","I am considered to be kind of eccentric.",0,1,1,"hard","openness","train","openness","unconventionality"
"iknowthatmyideassometimessurprisepeople","IPIP","Q4947","HEXACO","Know that my ideas sometimes surprise people","I know that my ideas sometimes surprise people.",0,1,1,"hard","openness","train","openness","unconventionality"
"idothingsthatothersfindstrange","IPIP","Q4948","HEXACO","Do things that others find strange","I do things that others find strange.",0,1,1,"hard","openness","train","openness","unconventionality"
"iswimagainstthecurrent","IPIP","Q4950","HEXACO","Swim against the current","I swim against the current.",0,1,1,"hard","openness","test","openness","unconventionality"
"iwouldhatetobeconsideredoddorstrange","IPIP","Q4951","HEXACO","Would hate to be considered odd or strange","I would hate to be considered odd or strange.",0,1,1,"hard","openness","test","openness","unconventionality"
"iliketobeviewedasproperandconventional","IPIP","Q4953","HEXACO","Like to be viewed as proper and conventional","I like to be viewed as proper and conventional.",0,1,1,"hard","openness","train","openness","unconventionality"
"iliketobethoughtofasanormalkindofperson","IPIP","Q4954","HEXACO","Like to be thought of as a normal kind of person","I like to be thought of as a normal kind of person.",0,1,1,"hard","openness","train","openness","unconventionality"
"iactwildandcrazy","IPIP","Q5586","7FACTOR","Act wild and crazy","I act wild and crazy.",1,1,1,"hard","extraversion","train","extraversion","conscientiousness"
"iamconcernedaboutothers","IPIP","Q5587","7FACTOR","Am concerned about others","I am concerned about others.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"iamneveratalossforwords","IPIP","Q5588","7FACTOR","Am never at a loss for words","I am never at a loss for words.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"iamnoteasilybotheredbythings","IPIP","Q5589","7FACTOR","Am not easily bothered by things","I am not easily bothered by things.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"iamnotinterestedinabstractideas","IPIP","Q5591","7FACTOR","Am not interested in abstract ideas","I am not interested in abstract ideas.",1,1,1,"hard","openness","train","openness","intellect"
"iamnotinterestedinotherpeopleproblems","IPIP","Q5592","7FACTOR","Am not interested in other people's problems","I am not interested in other people problems.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"iamoftendowninthedumps","IPIP","Q5593","7FACTOR","Am often down in the dumps","I am often down in the dumps.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"iamopenaboutmyfeelings","IPIP","Q5594","7FACTOR","Am open about my feelings","I am open about my feelings.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"iamquicktounderstandthings","IPIP","Q5595","7FACTOR","Am quick to understand things","I am quick to understand things.",1,1,1,"hard","openness","train","openness","quickness"
"iamrelaxedmostofthetime","IPIP","Q5596","7FACTOR","Am relaxed most of the time","I am relaxed most of the time.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"iavoiddifficultreadingmaterial","IPIP","Q5597","7FACTOR","Avoid difficult reading material","I avoid difficult reading material.",1,1,1,"hard","openness","train","openness","intellect"
"ibelievelawsshouldbestrictlyenforced","IPIP","Q5598","7FACTOR","Believe that laws should be strictly enforced","I believe that laws should be strictly enforced.",1,1,1,"hard","conscientiousness","train","conscientiousness","conscientiousness"
"ibreakrules","IPIP","Q5600","7FACTOR","Break rules","I break rules.",1,1,1,"hard","conscientiousness","train","conscientiousness","conscientiousness"
"icarrytheconversationtoahigherlevel","IPIP","Q5601","7FACTOR","Carry the conversation to a higher level","I carry the conversation to a higher level.",1,1,1,"hard","openness","train","openness","intellect"
"idocrazythings","IPIP","Q5602","7FACTOR","Do crazy things","I do crazy things.",1,1,1,"hard","conscientiousness","train","conscientiousness","conscientiousness"
"idothingsbythebook","IPIP","Q5603","7FACTOR","Do things by the book","I do things by the book.",1,1,1,"hard","conscientiousness","train","conscientiousness","conscientiousness"
"idothingsinahalfwaymanner","IPIP","Q5604","7FACTOR","Do things in a half-way manner","I do things in a halfway manner.",1,1,1,"hard","conscientiousness","train","conscientiousness","conscientiousness"
"idonottalkalot","IPIP","Q5607","7FACTOR","Don't talk a lot","I do not talk a lot.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"ifeelcomfortablewithmyself","IPIP","Q5608","7FACTOR","Feel comfortable with myself","I feel comfortable with myself.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"ifeeldesperate","IPIP","Q5609","7FACTOR","Feel desperate","I feel desperate.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"ifeelothersemotions","IPIP","Q5610","7FACTOR","Feel others' emotions","I feel others emotions.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"ifindfaultwitheverything","IPIP","Q5611","7FACTOR","Find fault with everything","I find fault with everything.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"igetstressedouteasily","IPIP","Q5612","7FACTOR","Get stressed out easily","I get stressed out easily.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"ihavearichvocabulary","IPIP","Q5614","7FACTOR","Have a rich vocabulary","I have a rich vocabulary.",1,1,1,"hard","openness","test","openness","intellect"
"ihaveasoftheart","IPIP","Q5615","7FACTOR","Have a soft heart","I have a soft heart.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"ihavedifficultyexpressingmyfeelings","IPIP","Q5616","7FACTOR","Have difficulty expressing my feelings","I have difficulty expressing my feelings.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"ihavedifficultyunderstandingabstractideas","IPIP","Q5617","7FACTOR","Have difficulty understanding abstract ideas","I have difficulty understanding abstract ideas.",1,1,1,"hard","openness","test","openness","intellect"
"ihaveexcellentideas","IPIP","Q5618","7FACTOR","Have excellent ideas","I have excellent ideas.",1,1,1,"hard","openness","train","openness","intellect"
"ihavefrequentmoodswings","IPIP","Q5619","7FACTOR","Have frequent mood swings","I have frequent mood swings.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"iholdbackmyopinions","IPIP","Q5620","7FACTOR","Hold back my opinions","I hold back my opinions.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"iinsultpeople","IPIP","Q5621","7FACTOR","Insult people","I insult people.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"ijumpintothingswithoutthinking","IPIP","Q5622","7FACTOR","Jump into things without thinking","I jump into things without thinking.",1,1,1,"hard","conscientiousness","test","conscientiousness","conscientiousness"
"ikeepinthebackground","IPIP","Q5624","7FACTOR","Keep in the background","I keep in the background.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"ilikeorder","IPIP","Q5627","7FACTOR","Like order","I like order.",1,1,1,"hard","conscientiousness","train","conscientiousness","conscientiousness"
"imakefriendseasily","IPIP","Q5629","7FACTOR","Make friends easily","I make friends easily.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"imakepeoplefeelatease","IPIP","Q5630","7FACTOR","Make people feel at ease","I make people feel at ease.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"ioftenfeelblue","IPIP","Q5631","7FACTOR","Often feel blue","I often feel blue.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"ipayattentiontodetails","IPIP","Q5632","7FACTOR","Pay attention to details","I pay attention to details.",1,1,1,"hard","conscientiousness","train","conscientiousness","conscientiousness"
"iputpeopleunderpressure","IPIP","Q5634","7FACTOR","Put people under pressure","I put people under pressure.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"iseldomfeelblue","IPIP","Q5635","7FACTOR","Seldom feel blue","I seldom feel blue.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"ispeaksoftly","IPIP","Q5636","7FACTOR","Speak softly","I speak softly.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"isympathizewithothersfeelings","IPIP","Q5637","7FACTOR","Sympathize with others' feelings","I sympathize with others feelings.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"itakeadvantageofothers","IPIP","Q5638","7FACTOR","Take advantage of others","I take advantage of others.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"itakecharge","IPIP","Q5639","7FACTOR","Take charge","I take charge.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"itakethingsastheycome","IPIP","Q5640","7FACTOR","Take things as they come","I take things as they come.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"italktoalotofdifferentpeopleatparties","IPIP","Q5641","7FACTOR","Talk to a lot of different people at parties","I talk to a lot of different people at parties.",1,1,1,"hard","extraversion","test","extraversion","extraversion"
"itrytoavoidcomplexpeople","IPIP","Q5642","7FACTOR","Try to avoid complex people","I try to avoid complex people.",1,1,1,"hard","openness","train","openness","intellect"
"itrytofollowtherules","IPIP","Q5643","7FACTOR","Try to follow the rules","I try to follow the rules.",1,1,1,"hard","conscientiousness","test","conscientiousness","conscientiousness"
"iusemybrain","IPIP","Q5644","7FACTOR","Use my brain","I use my brain.",1,1,1,"hard","openness","train","openness","intellect"
"iwillnotprobedeeplyintoasubject","IPIP","Q5645","7FACTOR","Will not probe deeply into a subject","I will not probe deeply into a subject.",1,1,1,"hard","openness","test","openness","intellect"
"iamverypleasedwithmyself","IPIP","Q597","NEO-PI-R","Am very pleased with myself","I am very pleased with myself.",0,1,1,"hard","neuroticism","train","neuroticism","happiness"
"believesintheimportanceofart","SAPA","Q5977","SPI","Believes in the importance of art","Others perceive that I believe in the importance of art.",0,1,1,"hard","openness","train","openness","openness"
"actsbeforethinking","SAPA","Q5979","SPI","Acts before thinking","Others perceive that I act before thinking.",0,1,1,"hard","conscientiousness","train","conscientiousness","impulsivity"
"believespeoplehavebadintentions","SAPA","Q5983","SPI","Believes people have bad intentions","Others perceive that I believe people have bad intentions.",0,1,1,"hard","agreeableness","train","agreeableness","trust"
"cannothandlealotofinformation","SAPA","Q5984","SPI","Can't handle a lot of information","Others perceive that I cannot handle a lot of information.",0,1,1,"hard","openness","train","openness","intellect"
